id,date,Rainfall,WaterLevel
0,1957-01-02 00:00:00,17.2,0.9954813660784956
1,1957-04-02 01:00:00,477.1,0.9985428784603336
2,1957-08-02 02:00:00,2107.4,1.0016043908421721
3,1957-12-02 03:00:00,501.5,1.0046659032240102
4,1958-01-02 04:00:00,23.7,1.007727415605848
5,1958-04-02 05:00:00,545.9,1.0107889279876865
6,1958-08-02 06:00:00,1948.7,1.0138504403695243
7,1958-12-02 07:00:00,404.8,1.0169119527513626
8,1959-01-02 08:00:00,24.4,1.0199734651332009
9,1959-04-02 09:00:00,504.2,1.023034977515039
10,1959-08-02 10:00:00,2831.3,1.0260964898968772
11,1959-12-02 11:00:00,386.3,1.0291580022787152
12,1960-01-02 12:00:00,17.8,1.0322195146605535
13,1960-04-02 13:00:00,791.0,1.0352810270423916
14,1960-08-02 14:00:00,1939.2,1.0383425394242296
15,1960-12-02 15:00:00,637.6,1.041404051806068
16,1961-01-02 16:00:00,45.0,1.044465564187906
17,1961-04-02 17:00:00,606.0,1.0475270765697442
18,1961-08-02 18:00:00,3229.3,1.0505885889515825
19,1961-12-02 19:00:00,377.6,1.0536501013334203
20,1962-01-02 20:00:00,83.1,1.0567116137152586
21,1962-04-02 21:00:00,607.1,1.0597731260970968
22,1962-08-02 22:00:00,2101.6,1.0628346384789351
23,1962-12-02 23:00:00,584.0,1.0658961508607732
24,1963-01-03 00:00:00,55.0,1.0689576632426112
25,1963-04-03 01:00:00,323.2,1.0720191756244497
26,1963-08-03 02:00:00,1848.4,1.0750806880062875
27,1963-12-03 03:00:00,424.4,1.0781422003881258
28,1963-01-03 04:00:00,8.9,1.081203712769964
29,1964-04-03 05:00:00,245.3,1.084265225151802
30,1964-08-03 06:00:00,2079.8,1.0873267375336402
31,1964-12-03 07:00:00,535.2,1.0903882499154784
32,1964-01-03 08:00:00,10.0,1.0934497622973167
33,1965-04-03 09:00:00,352.6,1.0965112746791548
34,1965-08-03 10:00:00,1509.0,1.0995727870609928
35,1965-12-03 11:00:00,470.9,1.098481373816732
36,1965-01-03 12:00:00,9.9,1.09738996026632
37,1966-04-03 13:00:00,330.3,1.0962985470220592
38,1966-08-03 14:00:00,1593.4,1.0952071334716469
39,1966-12-03 15:00:00,688.2,1.0941157202273861
40,1966-01-03 16:00:00,14.4,1.0930243066769738
41,1967-04-03 17:00:00,339.6,1.0919328934327126
42,1967-08-03 18:00:00,1937.3,1.0908414798823007
43,1967-12-03 19:00:00,277.8,1.0897500666380395
44,1967-01-03 20:00:00,37.8,1.0886586530876274
45,1968-04-03 21:00:00,312.5,1.0875672398433671
46,1968-08-03 22:00:00,2711.4,1.0864758265991057
47,1968-12-03 23:00:00,331.0,1.0853844130486936
48,1968-01-04 00:00:00,9.1,1.0842929998044326
49,1969-04-04 01:00:00,364.0,1.0832015862540203
50,1969-08-04 02:00:00,1870.5,1.0821101730097595
51,1969-12-04 03:00:00,421.3,1.0810187594593474
52,1969-01-04 04:00:00,30.5,1.0799273462150865
53,1970-04-04 05:00:00,447.6,1.0788359326646744
54,1970-08-04 06:00:00,1860.7,1.0777445194204136
55,1970-12-04 07:00:00,364.5,1.0766531058700013
56,1970-01-04 08:00:00,50.1,1.0755616926257403
57,1971-04-04 09:00:00,450.5,1.074470279381479
58,1971-08-04 10:00:00,2254.6,1.0733788658310672
59,1971-12-04 11:00:00,321.5,1.0722874525868062
60,1971-01-04 12:00:00,10.1,1.0711960390363942
61,1972-04-04 13:00:00,526.0,1.0701046257921332
62,1972-08-04 14:00:00,1596.8,1.069013212241721
63,1972-12-04 15:00:00,606.3,1.0679217989974603
64,1972-01-04 16:00:00,0.3,1.066830385447048
65,1973-04-04 17:00:00,263.7,1.0657389722027872
66,1973-08-04 18:00:00,1749.3,1.0646475586523751
67,1973-12-04 19:00:00,399.1,1.0635561454081142
68,1973-01-04 20:00:00,7.0,1.0624647321638532
69,1974-04-04 21:00:00,365.5,1.061373318613441
70,1974-08-04 22:00:00,2188.3,1.06028190536918
71,1974-12-04 23:00:00,206.7,1.059190491818768
72,1974-01-05 00:00:00,26.6,1.0580990785745068
73,1975-04-05 01:00:00,349.4,1.0570076650240947
74,1975-08-05 02:00:00,2529.3,1.055916251779834
75,1975-12-05 03:00:00,593.1,1.0548248382294216
76,1975-01-05 04:00:00,1.6,1.0537334249851609
77,1976-04-05 05:00:00,231.3,1.0526420114347486
78,1976-08-05 06:00:00,1297.1,1.0515505981904878
79,1976-12-05 07:00:00,538.8,1.050459184946227
80,1976-01-05 08:00:00,16.8,1.0493677713958147
81,1977-04-05 09:00:00,437.0,1.0482763581515535
82,1977-08-05 10:00:00,1788.4,1.0471849446011416
83,1977-12-05 11:00:00,805.4,1.0460935313568809
84,1977-01-05 12:00:00,18.0,1.0450021178064686
85,1978-04-05 13:00:00,502.1,1.0439107045622076
86,1978-08-05 14:00:00,2081.0,1.0428192910117955
87,1978-12-05 15:00:00,575.6,1.0417278777675345
88,1978-01-05 16:00:00,32.4,1.0406364645232735
89,1979-04-05 17:00:00,181.4,1.0395450509728614
90,1979-08-05 18:00:00,1840.5,1.0384536377286004
91,1979-12-05 19:00:00,448.8,1.0373622241781884
92,1979-01-05 20:00:00,0.9,1.0362708109339276
93,1979-04-05 21:00:00,240.9,1.0351793973835153
94,1980-08-05 22:00:00,2077.5,1.0340879841392543
95,1980-12-05 23:00:00,484.1,1.0329965705888422
96,1980-01-06 00:00:00,13.8,1.0319051573445814
97,1980-04-06 01:00:00,270.7,1.0308137437941691
98,1981-08-06 02:00:00,2274.4,1.0297223305499084
99,1981-12-06 03:00:00,446.9,1.0286309173056472
100,1981-01-06 04:00:00,0.8,1.0275395037552348
101,1981-04-06 05:00:00,230.5,1.0264480905109743
102,1982-08-06 06:00:00,1689.3,1.025356676960562
103,1982-12-06 07:00:00,302.7,1.0242652637163012
104,1982-01-06 08:00:00,1.7,1.023173850165889
105,1982-04-06 09:00:00,90.0,1.022082436921628
106,1983-08-06 10:00:00,1983.5,1.0209910233712158
107,1983-12-06 11:00:00,321.8,1.0198996101269548
108,1983-01-06 12:00:00,96.8,1.018808196576543
109,1983-04-06 13:00:00,342.0,1.017716783332282
110,1984-08-06 14:00:00,1951.7,1.0166253700880212
111,1984-12-06 15:00:00,371.7,1.015533956537609
112,1984-01-06 16:00:00,67.3,1.0144425432933482
113,1984-04-06 17:00:00,350.1,1.0133511297429358
114,1985-08-06 18:00:00,1650.5,1.0122597164986749
115,1985-12-06 19:00:00,322.9,1.0111683029482628
116,1985-01-06 20:00:00,24.3,1.0100768897040018
117,1985-04-06 21:00:00,201.0,1.0089854761535897
118,1986-08-06 22:00:00,1498.4,1.0078940629093287
119,1986-12-06 23:00:00,369.7,1.0068026493589166
120,1986-01-07 00:00:00,1.4,1.0057112361146556
121,1986-04-07 01:00:00,169.8,1.0046198228703949
122,1987-08-07 02:00:00,1347.2,1.0035284093199826
123,1987-12-07 03:00:00,619.2,1.0024369960757218
124,1987-01-07 04:00:00,18.3,1.0013455825253097
125,1987-04-07 05:00:00,372.9,1.0002541692810487
126,1988-08-07 06:00:00,1845.6,0.9991627557306364
127,1988-12-07 07:00:00,166.6,0.9980713424863756
128,1988-01-07 08:00:00,10.3,0.9969799289359634
129,1988-04-07 09:00:00,341.0,0.9958885156917024
130,1989-08-07 10:00:00,1664.8,0.9947971021412904
131,1989-12-07 11:00:00,406.5,0.9937056888970294
132,1989-01-07 12:00:00,19.7,0.9926142756527684
133,1989-04-07 13:00:00,548.3,0.9915228621023564
134,1990-08-07 14:00:00,1638.1,0.9904314488580954
135,1990-12-07 15:00:00,487.2,0.9893400353076832
136,1990-01-07 16:00:00,15.3,0.9882486220634225
137,1990-04-07 17:00:00,243.6,0.9871572085130104
138,1991-08-07 18:00:00,2515.6,0.9860657952687492
139,1991-12-07 19:00:00,410.0,0.9849743817183372
140,1991-01-07 20:00:00,3.3,0.9838829684740762
141,1991-04-07 21:00:00,261.5,0.982791554923664
142,1992-08-07 22:00:00,2392.6,0.9817001416794028
143,1992-12-07 23:00:00,582.0,0.9806087284351422
144,1992-01-08 00:00:00,17.8,0.9795173148847299
145,1992-04-08 01:00:00,245.6,0.9784259016404692
146,1993-08-08 02:00:00,1823.1,0.9773344880900572
147,1993-12-08 03:00:00,631.2,0.976243074845796
148,1993-01-08 04:00:00,51.4,0.975151661295384
149,1993-04-08 05:00:00,313.9,0.9740602480511228
150,1994-08-08 06:00:00,2493.0,0.9729688345007108
151,1994-12-08 07:00:00,552.5,0.97187742125645
152,1994-01-08 08:00:00,16.8,0.9707860077060376
153,1994-04-08 09:00:00,527.8,0.9696945944617767
154,1995-08-08 10:00:00,1933.2,0.968603181217516
155,1995-12-08 11:00:00,381.0,0.9675117676671038
156,1995-01-08 12:00:00,11.9,0.9664203544228428
157,1995-04-08 13:00:00,213.0,0.9653289408724304
158,1995-08-08 14:00:00,1938.5,0.9642375276281696
159,1996-12-08 15:00:00,446.5,0.9631461140777576
160,1996-01-08 16:00:00,3.6,0.9620547008334968
161,1996-04-08 17:00:00,230.3,0.9609632872830846
162,1996-08-08 18:00:00,2342.9,0.9598718740388236
163,1997-12-08 19:00:00,675.7,0.9587804604884116
164,1997-01-08 20:00:00,8.1,0.9576890472441504
165,1997-04-08 21:00:00,220.8,0.9565976339998896
166,1997-08-08 22:00:00,2263.3,0.9555062204494774
167,1998-12-08 23:00:00,659.2,0.9544148072052164
168,1998-01-09 00:00:00,25.6,0.9533233936548045
169,1998-04-09 01:00:00,586.2,0.9522319804105436
170,1998-08-09 02:00:00,1662.0,0.9511405668601314
171,1999-12-09 03:00:00,640.9,0.9500491536158704
172,1999-01-09 04:00:00,69.5,0.9489577400654582
173,1999-04-09 05:00:00,242.3,0.9478663268211972
174,1999-08-09 06:00:00,1739.3,0.9467749132707852
175,2000-12-09 07:00:00,361.4,0.9456835000265242
176,2000-01-09 08:00:00,49.2,0.9445920867822636
177,2000-04-09 09:00:00,483.4,0.9435006732318512
178,2000-08-09 10:00:00,1869.3,0.9424092599875902
179,2001-12-09 11:00:00,508.7,0.941317846437178
180,2001-01-09 12:00:00,16.4,0.9402264331929172
181,2001-04-09 13:00:00,492.1,0.939135019642505
182,2001-08-09 14:00:00,1321.9,0.938043606398244
183,2002-12-09 15:00:00,626.9,0.936952192847832
184,2002-01-09 16:00:00,54.1,0.9358607796035712
185,2002-04-09 17:00:00,283.3,0.93476936635931
186,2002-08-09 18:00:00,1455.9,0.933677952808898
187,2003-12-09 19:00:00,482.5,0.9325865395646372
188,2003-01-09 20:00:00,8.9,0.9314951260142248
189,2003-04-09 21:00:00,741.8,0.930403712769964
190,2003-08-09 22:00:00,1722.9,0.9293122992195518
191,2004-12-09 23:00:00,437.7,0.9282208859752908
192,2004-01-10 00:00:00,25.3,0.9271294724248788
193,2004-04-10 01:00:00,366.0,0.9260380591806178
194,2004-08-10 02:00:00,2244.7,0.9249466456302056
195,2005-12-10 03:00:00,515.0,0.9238552323859448
196,2005-01-10 04:00:00,9.6,0.9227638191416838
197,2005-04-10 05:00:00,674.3,0.9216724055912716
198,2005-08-10 06:00:00,2024.1,0.9205809923470109
199,2006-12-10 07:00:00,589.7,0.9194895787965988
200,2006-01-10 08:00:00,6.0,0.9183981655523376
201,2006-04-10 09:00:00,354.1,0.9173067520019256
202,2006-08-10 10:00:00,2786.2,0.9162153387576648
203,2007-12-10 11:00:00,473.2,0.9151239252072524
204,2007-01-10 12:00:00,30.5,0.9140325119629916
205,2007-04-10 13:00:00,398.3,0.9129410984125794
206,2007-08-10 14:00:00,1678.4,0.9118496851683184
207,2008-12-10 15:00:00,427.0,0.9107582719240576
208,2008-01-10 16:00:00,4.5,0.9096668583736454
209,2008-04-10 17:00:00,322.4,0.9085754451293844
210,2008-08-10 18:00:00,1959.0,0.9074840315789724
211,2009-12-10 19:00:00,530.0,0.9063926183347114
212,2009-01-10 20:00:00,19.4,0.9053012047842992
213,2009-04-10 21:00:00,362.0,0.9042097915400384
214,2009-08-10 22:00:00,1931.2,0.9031183779896262
215,2010-12-10 23:00:00,829.4,0.9020269647453651
216,2010-01-11 00:00:00,66.7,0.900935551194953
217,2010-04-11 01:00:00,312.1,0.8998441379506922
218,2010-08-11 02:00:00,2216.1,0.8987527247064313
219,2011-12-11 03:00:00,446.7,0.8976613111560191
220,2011-01-11 04:00:00,16.5,0.8965698979117582
221,2011-04-11 05:00:00,310.9,0.8954784843613459
